core	outsider	nonsep	gene.name
666	17	1	43	11X1896144
667	25	1	35	11X1896314
668	22	1	38	11X1897011
669	21	1	39	11X1897615
670	22	1	38	11X1898575
671	24	1	36	12X1901810
672	21	1	39	12X1902028
673	11	1	49	12X1902625
674	10	1	50	12X1902853
675	6	1	54	12X1903503
676	23	1	37	12X1903865
677	19	1	41	12X1904171
678	10	1	50	12X1905724
679	22	1	38	12X1906012
680	19	1	41	12X1906571
681	13	1	47	12X1907041
682	26	1	34	12X1908323
683	9	1	51	12X1908439
684	24	1	36	12X1908445
685	14	1	46	12X1910028
686	24	1	36	12X1910193
687	23	1	37	12X1912294
688	12	1	48	12X1912455
689	8	1	52	12X1913570
690	22	1	38	12X1916284
691	11	1	49	12X1916748
692	10	1	50	12X1919371
693	5	1	55	12X1920300
694	25	1	35	12X1921118
695	21	1	39	12X1923094
696	6	1	54	12X1923521
697	15	1	45	12X1927141
698	22	1	38	12X1930065
699	21	1	39	12X1930283
700	4	1	56	12X1930763
701	16	1	44	12X1931504
702	20	1	40	12X1932537
703	5	1	55	12X1932667
704	22	1	38	12X1933433
705	22	1	38	12X1936317
706	5	1	55	12X1937318
707	22	1	38	12X1937369
708	7	1	53	12X1937576
709	17	1	43	12X1940458
710	20	1	40	12X1940635
711	26	1	34	12X1940947
712	17	1	43	12X1945954
713	16	1	44	12X1946252
714	8	1	52	12X1946535
715	15	1	45	12X1947608
716	24	1	36	12X1949074
717	8	1	52	12X1949141
718	8	1	52	12X1949367
719	20	1	40	12X1950005
720	22	1	38	12X1950075
721	4	1	56	12X1950140
722	26	1	34	12X1951192
723	18	1	42	12X1951430
724	17	1	43	12X1952965
725	18	1	42	12X1953308
726	20	1	40	12X1954274
727	6	1	54	12X1954518
728	6	1	54	12X1954968
729	7	1	53	12X1955362
730	25	1	35	12X1955836
731	10	1	50	12X1956509
732	17	1	43	12X1956868
733	24	1	36	12X1958531
734	17	1	43	12X1958599
735	23	1	37	12X1958700
736	9	1	51	12X1958992
737	11	1	49	12X1959586
738	22	1	38	12X1959853
739	12	1	48	13X1964375
740	7	1	53	13X1964851
741	6	1	54	13X1968414
742	7	1	53	13X1984333
743	9	1	51	13X2000902
744	11	1	49	13X2018366
745	7	1	53	13X2021932
746	11	1	49	13X2031449
747	8	1	52	13X2034863
748	7	1	53	13X2043712
749	10	1	50	13X2044326
750	9	1	51	13X2045624
751	9	1	51	13X2052719
752	8	1	52	13X2054088
753	7	1	53	13X2054459
754	10	1	50	13X2065407
755	10	1	50	13X2065560
756	8	1	52	13X2066819
757	9	1	51	13X2085727
758	8	1	52	13X2096842
759	9	1	51	13X2096969
760	5	1	55	13X2097095
761	7	1	53	13X2118785
762	11	1	49	13X2120322
763	10	1	50	13X2122401
764	8	1	52	13X2137085
765	8	1	52	13X2143902
766	11	1	49	13X2152275
767	5	1	55	13X2167149
768	10	1	50	13X2169191
769	10	1	50	13X2181406
770	9	1	51	13X2184414
771	5	1	55	13X2188983
772	11	1	49	13X2194279
773	11	1	49	13X2198477
774	8	1	52	13X2199959
775	10	1	50	13X2212704
776	11	1	49	13X2212940
777	11	1	49	13X2215341
778	9	1	51	13X2232909
779	30	1	30	14X2236234
780	34	1	26	14X2246910
781	27	1	33	14X2255297
782	17	1	43	14X2267932
783	19	1	41	14X2287441
784	27	1	33	14X2299143
785	5	1	55	14X2300803
786	25	1	35	14X2323130
787	35	1	25	14X2325121
788	35	1	25	14X2330776
789	29	1	31	14X2331340
790	28	1	32	14X2338124
791	33	1	27	14X2344113
792	27	1	33	14X2344129
793	35	1	25	14X2347738
794	34	1	26	14X2354154
795	22	1	38	14X2356739
796	31	1	29	14X2362836
797	23	1	37	14X2365173
798	12	1	48	14X2365925
799	14	1	46	14X2366269
800	27	1	33	14X2428206
801	25	1	35	14X2431359
802	24	1	36	14X2437552
803	6	1	54	14X2443505
804	33	1	27	14X2444870
805	29	1	31	14X2449474
806	14	1	46	14X2453514
807	33	1	27	14X2456298
808	19	1	41	14X2470718
809	30	1	30	14X2477227
810	30	1	30	14X2493355
811	19	1	41	14X2494411
812	29	1	31	14X2519810
813	34	1	26	14X2523684
814	29	1	31	14X2524147
815	22	1	38	14X2546817
816	20	1	40	14X2557606
817	10	1	50	14X2595330
818	28	1	32	14X2607368
819	29	1	31	14X2617819
820	21	1	39	14X2619940
821	17	1	43	14X2649380
822	33	1	27	14X2667775
823	14	1	46	14X2676541
824	26	1	34	14X2682772
825	26	1	34	14X2705535
826	15	1	45	14X2724525
827	23	1	37	14X2724952
828	16	1	44	14X2732146
829	9	1	51	14X2732148
830	33	1	27	14X2755761
831	5	1	55	14X2768750
832	25	1	35	14X2773899
833	10	1	50	14X2787329
834	13	1	47	14X2798832
835	32	1	28	14X2830124
836	24	1	36	14X2853283
837	30	1	30	14X2856957
838	23	1	37	14X2857662
839	13	1	47	14X2869176
840	15	1	45	14X2872293
841	21	1	39	14X2890074
842	19	1	41	14X2890568
843	33	1	27	14X2902989
844	6	1	54	14X2933905
845	21	1	39	14X2935830
846	29	1	31	14X2938723
847	35	1	25	14X2964607
848	16	1	44	14X2994686
849	36	1	24	14X2994846
850	24	1	36	14X3002745
851	23	1	37	14X3035058
852	12	1	48	14X3037821
853	17	1	43	14X3042718
854	22	1	38	14X3055102
855	28	1	32	14X3060516
856	32	1	28	14X3075512
857	30	1	30	14X3086582
858	32	1	28	14X3092235
859	28	1	32	14X3095532
860	29	1	31	14X3095541
861	17	1	43	14X3141748
862	30	1	30	14X3150217
863	32	1	28	14X3181215
864	17	1	43	14X3234568
865	17	1	43	14X3238345
866	31	1	29	14X3241100
867	29	1	31	14X3282919
868	29	1	31	14X3283989
869	5	1	55	14X3284397
870	35	1	25	14X3285827
871	12	1	48	14X3289426
872	29	1	31	14X3293319
873	19	1	41	14X3299090
874	31	1	29	14X3304237
875	21	1	39	14X3304239
876	35	1	25	14X3315061
877	19	1	41	14X3318421
878	26	1	34	14X3318956
879	24	1	36	14X3328379
880	27	1	33	14X3328381
881	27	1	33	14X3337776
882	35	1	25	14X3343462
883	24	1	36	14X3353393
884	13	1	47	14X3357785
885	28	1	32	14X3358164
886	28	1	32	14X3369332
887	13	1	47	14X3370715
888	25	1	35	14X3373171
889	33	1	27	14X3377308
890	22	1	38	14X3407327
891	34	1	26	14X3432623
892	34	1	26	14X3432625
893	15	1	45	14X3440151
894	7	1	53	14X3446363
895	29	1	31	14X3449860
896	20	1	40	14X3478427
897	18	1	42	14X3479399
898	8	1	52	14X3482675
899	10	1	50	14X3496658
900	31	1	29	14X3498232
901	20	1	40	14X3506545
902	11	1	49	14X3529805
903	30	1	30	14X3537653
904	30	1	30	14X3560889
905	8	1	52	14X3562578
906	25	1	35	14X3568842
907	28	1	32	14X3569846
908	18	1	42	14X3580562
909	29	1	31	14X3606614
910	34	1	26	14X3613332
911	5	1	55	14X3615427
912	10	1	50	14X3619899
913	24	1	36	14X3621152
914	32	1	28	14X3624614
915	16	1	44	14X3625601
916	33	1	27	14X3625603
917	22	1	38	14X3657330
918	30	1	30	14X3680713
919	30	1	30	14X3696747
920	14	1	46	14X3752495
921	29	1	31	14X3762203
922	25	1	35	14X3767593
923	7	1	53	14X3768250
924	22	1	38	14X3768866
925	29	1	31	14X3773077
926	11	1	49	14X3776933
927	29	1	31	14X3790024
928	25	1	35	14X3799213
929	25	1	35	14X3807713
930	17	1	43	14X3856609
931	26	1	34	14X3857144
932	24	1	36	14X3864751
933	15	1	45	14X3866587
934	25	1	35	14X3869587
935	32	1	28	14X3876905
936	28	1	32	14X3906628
937	28	1	32	14X3910796
938	29	1	31	14X3921958
939	18	1	42	14X3941769
940	14	1	46	14X3964237
941	7	1	53	14X3964239
942	25	1	35	14X3971703
943	29	1	31	14X4008871
944	31	1	29	14X4026673
945	29	1	31	14X4096539
946	16	1	44	14X4100806
947	10	1	50	14X4104353
948	10	1	50	14X4104499
949	12	1	48	14X4133277
950	31	1	29	14X4134642
951	23	1	37	14X4136342
952	32	1	28	14X4145476
953	23	1	37	14X4161880
954	28	1	32	14X4164306
955	6	1	54	14X4184214
956	30	1	30	14X4185347
957	11	1	49	14X4226987
958	17	1	43	14X4240438
959	24	1	36	14X4256940
960	27	1	33	14X4285113
961	11	1	49	14X4303154
962	22	1	38	14X4303155
963	28	1	32	14X4305999
964	34	1	26	14X4312133
965	33	1	27	14X4316637
966	21	1	39	14X4319441
967	28	1	32	14X4328351
968	28	1	32	14X4328353
969	28	1	32	15X4329984
970	57	1	3	15X4330106
971	57	1	3	15X4332943
972	23	1	37	15X4334159
973	40	1	20	15X4335163
974	51	1	9	15X4336096
975	38	1	22	15X4336098
976	41	1	19	15X4337906
977	56	1	4	15X4340681
978	44	1	16	15X4341047
979	43	1	17	15X4341977
980	51	1	9	15X4342118
981	43	1	17	15X4342154
982	28	1	32	15X4342520
983	43	1	17	15X4342562
984	55	1	5	15X4345803
985	53	1	7	15X4346053
986	55	1	5	15X4349896
987	8	1	52	16X4351109
988	7	1	53	16X4352014
989	14	1	46	16X4352668
990	16	1	44	16X4353109
991	7	1	53	16X4353257
992	13	1	47	16X4353258
993	6	1	54	16X4354744
994	6	1	54	16X4355201
995	7	1	53	16X4355877
996	11	1	49	16X4357000
997	21	1	39	16X4360580
998	7	1	53	16X4360956
999	10	1	50	16X4362065
1000	7	1	53	16X4362662
1001	11	1	49	16X4365667
1002	15	1	45	16X4365901
1003	9	1	51	16X4366134
1004	12	1	48	16X4366643
1005	17	1	43	16X4367574
1006	10	1	50	16X4369647
1007	7	1	53	16X4370862
1008	14	1	46	16X4371055
1009	9	1	51	16X4371062
1010	8	1	52	16X4371077
1011	19	1	41	16X4371536
1012	10	1	50	16X4372561
1013	8	1	52	16X4372935
1014	35	1	25	16X4373991
1015	16	1	44	16X4374333
1016	22	1	38	16X4374725
1017	14	1	46	16X4376437
1018	20	1	40	16X4377640
1019	12	1	48	16X4378293
1020	13	1	47	16X4378375
1021	13	1	47	16X4378380
1022	12	1	48	16X4378786
1023	8	1	52	16X4380248
1024	13	1	47	17X4411561
